2001x,2001y,2001z,2001g,,,,,,,,,,2002x,2002y,2002z,2002g,,,,,,,,,,2003x,2003y,2003z,2003g,,,,,,,,,,2004x,2004y,2004z,2004g,,,,,,,,,,2005x,2005y,2005z,2005g,,,,,,,,,2006x,2006y,2006z,2006g,,,,,,,,,,2007x,2007y,2007z,2007g,,,,,,,,,,2008x,2008y,2008z,2008g,,,,,,,,,,2009x,2009y,2009z,2009g,,,,,,,,,,2010x,2010y,2010z,2010g,,,,2000x,2000y,2000z,2000g,,,,1999x,1999y,1999z,1999g,,,1998x,1998y,1998z,1998g,,1997x,1997y,1997z,1997g,,1996x,1996y,1996z,1996g,,,1995x,1995y,1995z,1995g,,1994x,1994y,1994z,1994g,,1993x,1993y,1993z,1993g,,1992x,1992y,1992z,1992g,,1991x,1991y,1991z,1991g,,1990x,1990y,1990z,1990g,,1989x,1989y,1989z,1989g,,1988x,1988y,1988z,1988g,,1987x,1987y,1987z,1987g,,1986x,1986y,1986z,1986g,,,1985x,1985y,1985z,1985g,,1984x,1984y,1984z,1984g,,1983x,1983y,1983z,1983g,,1982x,1982y,1982z,1982g,,1981x,1981y,1981z,1981g,,1980x,1980y,1980z,1980g,,,1979x,1979y,1979z,1979g,,,1978x,1978y,1978z,1978g,,1977x,1977y,1977z,1977g,,1976x,1976y,1976z,1976g,,1975x,1975y,1975z,1975g,,,1974x,1974y,1974z,1974g,,,1973x,1973y,1973z,1973g,,,1972x,1972y,1972z,1972g,,,1971x,1971y,1971z,1971g,,1970x,1970y,1970z,1970g,,1969x,1969y,1969z,1969g,,,1968x,1968y,1968z,1968g,,1967x,1967y,1967z,1967g,,,1966x,1966y,1966z,1966g,,1965x,1965y,1965z,1965g,,1964x,1964y,1964z,1964g,,,1963x,1963y,1963z,1963g,,1962x,1962y,1962z,1962g,,1961x,1961y,1961z,1961g
22840.27405,73.1246,Germany,1.88E+12,,,,,,,,,,24325.66645,73.1822,Germany,2.01E+12,,,,,,,,,,29367.40894,73.2398,Germany,2.42E+12,,,,,,,,,,33040.05141,73.2974,Germany,2.73E+12,,,,,,,,,,33542.78138,73.355,Eritrea,2.77E+12,,,,,,,,,35237.60326,73.447,Germany,2.90E+12,,,,,,,,,,40402.99008,73.539,Germany,3.32E+12,,,,,,,,,,44132.04182,73.631,Germany,3.62E+12,,,,,,,,,,40270.16229,73.723,Germany,3.30E+12,,,,,,,,,,40144.50942,73.815,Germany,3.28E+12,,,,22945.70885,73.067,Germany,1.89E+12,,,,25956.63741,73.1108,Germany,2.13E+12,,,26547.77535,73.1546,Germany,2.18E+12,,26296.53061,73.1984,Germany,2.16E+12,,29749.97126,73.2422,Germany,2.44E+12,,,30887.86549,73.286,Germany,2.52E+12,,26375.84573,73.2524,Germany,2.15E+12,,24735.62024,73.2188,Germany,2.01E+12,,25604.72543,73.1852,Germany,2.06E+12,,22603.61647,73.1516,Germany,1.81E+12,,21583.84352,73.118,Germany,1.71E+12,,17190.82613,73.0366,Germany,1.35E+12,,17352.34321,72.9552,Germany,1.36E+12,,16139.05162,72.8738,Germany,1.26E+12,,13027.19502,72.7924,Germany,1.01E+12,,,9125.12102,72.711,Germany,7.09E+11,,9012.479369,72.7376,Germany,7.02E+11,,9545.859342,72.7642,Germany,7.46E+11,,9593.657326,72.7908,Germany,7.52E+11,,9879.457435,72.8174,Germany,7.75E+11,,11746.4041,72.844,Germany,9.20E+11,,,10916.79808,72.7872,Germany,8.53E+11,,,9175.900461,72.7304,Germany,7.17E+11,,7434.897758,72.6736,Germany,5.81E+11,,6420.640306,72.6168,Germany,5.03E+11,,6035.008415,72.56,Germany,4.75E+11,,,5457.011296,72.5028,Germany,4.31E+11,,,4883.812831,72.4456,Germany,3.86E+11,,,3686.970317,72.3884,Germany,2.90E+11,,,3089.070658,72.3312,Germany,2.42E+11,,2672.018304,72.274,Germany,2.09E+11,,,72.2102,Germany,,,,,72.1464,Germany,,,,72.0826,Germany,,,,,72.0188,Germany,,,,71.955,Germany,,,,71.8408,Germany,,,,,71.7266,Germany,,,,71.6124,Germany,,,,71.4982,Germany,
29946.38183,85.2512,Denmark,1.60E+11,,,,,,,,,,32344.31979,85.4024,Denmark,1.74E+11,,,,,,,,,,39443.26817,85.5536,Denmark,2.13E+11,,,,,,,,,,45282.068,85.7048,Denmark,2.45E+11,,,,,,,,,,47546.59459,85.856,Ethiopia,2.58E+11,,,,,,,,,50462.23358,86.0438,Denmark,2.74E+11,,,,,,,,,,57021.17318,86.2316,Denmark,3.11E+11,,,,,,,,,,62596.48854,86.4194,Denmark,3.44E+11,,,,,,,,,,56226.58015,86.6072,Denmark,3.11E+11,,,,,,,,,,56451.73571,86.795,Denmark,3.13E+11,,,,29980.15547,85.1,Denmark,1.60E+11,,,,32685.31895,85.0758,Denmark,1.74E+11,,,32738.68328,85.0516,Denmark,1.74E+11,,32248.95949,85.0274,Denmark,1.70E+11,,35043.36474,85.0032,Denmark,1.84E+11,,,34773.67544,84.979,Denmark,1.82E+11,,29502.09453,84.9518,Denmark,1.54E+11,,27102.85436,84.9246,Denmark,1.41E+11,,29043.65583,84.8974,Denmark,1.50E+11,,26520.38615,84.8702,Denmark,1.37E+11,,26422.82938,84.843,Denmark,1.36E+11,,21443.03865,84.7446,Denmark,1.10E+11,,22074.35958,84.6462,Denmark,1.13E+11,,20941.26019,84.5478,Denmark,1.07E+11,,16866.49631,84.4494,Denmark,86365467804,,,11968.61622,84.351,Denmark,61203805066,,11290.86449,84.2254,Denmark,57714597455,,11576.33422,84.0998,Denmark,59204811372,,11516.09008,83.9742,Denmark,58937160962,,11788.17338,83.8486,Denmark,60373978718,,13607.06535,83.723,Denmark,69709363190,,,13516.41503,83.4076,Denmark,69160805930,,,11617.03581,83.0922,Denmark,59296231821,,9601.170315,82.7768,Denmark,48854777452,,8610.205888,82.4614,Denmark,43676095947,,7824.975551,82.146,Denmark,39593296439,,,6609.436163,81.6642,Denmark,33346568442,,,5966.277248,81.1824,Denmark,29961815026,,,4525.817461,80.7006,Denmark,22591052336,,,3730.62181,80.2188,Denmark,18515546100,,3366.068429,79.737,Denmark,16590533333,,3068.236741,79.1992,Denmark,15009384585,,,2712.6124,78.6614,Denmark,13196541952,,2644.786647,78.1236,Denmark,12788479692,,,2443.259791,77.5858,Denmark,11721248101,,2243.931595,77.048,Denmark,10678897387,,2013.243077,76.3758,Denmark,9506678763,,,1775.370385,75.7036,Denmark,8316692386,,1681.029913,75.0314,Denmark,7812968114,,1503.537013,74.3592,Denmark,6933842099
2829.192446,62.533,Dominican Republic,24894907435,,,,,,,,,,2973.657145,63.32,Dominican Republic,26570402719,,,,,,,,,,2344.53392,64.107,Dominican Republic,21268012747,,,,,,,,,,2407.18928,64.894,Dominican Republic,22163928097,,,,,,,,,,3635.706812,65.681,Finland,33969724872,,,,,,,,,3794.07334,66.3594,Dominican Republic,35965041793,,,,,,,,,,4297.518094,67.0378,Dominican Republic,41320700933,,,,,,,,,,4696.951024,67.7162,Dominican Republic,45796188394,,,,,,,,,,4731.601223,68.3946,Dominican Republic,46768400363,,,,,,,,,,5166.150359,69.073,Dominican Republic,51748279416,,,,2769.882322,61.746,Dominican Republic,23996656676,,,,2545.654799,60.916,Dominican Republic,21709041189,,,2522.627373,60.086,Dominican Republic,21171235998,,2373.095064,59.256,Dominican Republic,19593449903,,2233.375213,58.426,Dominican Republic,18131813001,,,2050.459494,57.596,Dominican Republic,16358496124,,1852.242783,57.122,Dominican Republic,14511134921,,1687.835222,56.648,Dominican Republic,12976408000,,1495.631946,56.174,Dominican Republic,11277694537,,1315.458239,55.7,Dominican Republic,9724379020,,976.3355041,55.226,Dominican Republic,7073674722,,941.9048269,54.9544,Dominican Republic,6686592727,,772.8449269,54.6828,Dominican Republic,5374300248,,855.6864255,54.4112,Dominican Republic,5827050853,,918.3519783,54.1396,Dominican Republic,6122128260,,,773.270238,53.868,Dominican Republic,5044579959,,1618.778442,53.3506,Dominican Republic,10330399744,,1381.646651,52.8332,Dominican Republic,8622000128,,1305.491417,52.3158,Dominican Republic,7964000256,,1218.872755,51.7984,Dominican Republic,7266999808,,1138.229396,51.281,Dominican Republic,6631000064,,,966.1396299,50.163,Dominican Republic,5498800128,,,858.8134689,49.045,Dominican Republic,4774400000,,844.9959372,47.927,Dominican Republic,4587100160,,745.7539989,46.809,Dominican Republic,3951399936,,696.3619805,45.691,Dominican Republic,3599300096,,,580.5941525,44.5946,Dominican Republic,2925600000,,,477.5887306,43.4982,Dominican Republic,2344699904,,,415.7285182,42.4018,Dominican Republic,1987299968,,,358.2343929,41.3054,Dominican Republic,1666400000,,328.3437923,40.209,Dominican Republic,1485400064,,279.848172,39.175,Dominican Republic,1230499968,,,252.6536196,38.141,Dominican Republic,1079100032,,249.5837056,37.107,Dominican Republic,1034800000,,,244.6166517,36.073,Dominican Republic,983900032,,227.7469052,35.039,Dominican Republic,888099968,,271.4584467,34.077,Dominican Republic,1025599872,,,257.171126,33.115,Dominican Republic,940799872,,232.775625,32.153,Dominican Republic,824099968,,190.9947668,31.191,Dominican Republic,654100160
1702.780079,61.9674,Algeria,54744716706,,,,,,,,,,1742.55761,63.1478,Algeria,56760288962,,,,,,,,,,2056.265303,64.3282,Algeria,67863832648,,,,,,,,,,2549.957193,65.5086,Algeria,85324997370,,,,,,,,,,3038.748713,66.689,Fiji,1.03E+11,,,,,,,,,3391.367826,67.756,Algeria,1.17E+11,,,,,,,,,,3845.847296,68.823,Algeria,1.35E+11,,,,,,,,,,4786.51807,69.89,Algeria,1.71E+11,,,,,,,,,,3771.284844,70.957,Algeria,1.37E+11,,,,,,,,,,4349.569325,72.024,Algeria,1.61E+11,,,,1727.333251,60.787,Algeria,54790058957,,,,1555.191033,59.829,Algeria,48640613515,,,1563.500973,58.871,Algeria,48187780126,,1587.646138,57.913,Algeria,48177861891,,1572.831937,56.955,Algeria,46941496308,,,1424.642484,55.997,Algeria,41764054035,,1479.600215,55.2146,Algeria,42542573602,,1773.820483,54.4322,Algeria,49946456681,,1743.346069,53.6498,Algeria,48003297249,,1699.856511,52.8674,Algeria,45715368144,,2364.549879,52.085,Algeria,62045098370,,2175.093523,51.2616,Algeria,55631488294,,2372.584992,50.4382,Algeria,59089065517,,2755.01376,49.6148,Algeria,66742269090,,2705.94603,48.7914,Algeria,63696299985,,,2535.858517,47.968,Algeria,57937867717,,2424.248732,47.0828,Algeria,53698280323,,2274.774616,46.1976,Algeria,48801372228,,2176.916796,45.3124,Algeria,45207090668,,2205.970102,44.4272,Algeria,44348670724,,2174.31747,43.542,Algeria,42345276288,,,1760.337241,42.8996,Algeria,33243421339,,,1438.282716,42.2572,Algeria,26364491675,,1177.631955,41.6148,Algeria,20971901063,,1024.08182,40.9724,Algeria,17728348385,,924.2237019,40.33,Algeria,15557934473,,,806.7162858,40.164,Algeria,13209713770,,,546.8955929,39.998,Algeria,8715106129,,,435.909848,39.832,Algeria,6761786484,,,336.2797085,39.666,Algeria,5077222330,,331.0554462,39.5,Algeria,4863487557,,297.9845459,39.1286,Algeria,4257253358,,,277.3914186,38.7572,Algeria,3852147113,,249.7574356,38.3858,Algeria,3370870461,,,231.6451766,38.0144,Algeria,3039859268,,245.5769914,37.643,Algeria,3136284385,,233.8101099,36.2164,Algeria,2909340115,,,222.7192964,34.7898,Algeria,2703004010,,168.9719717,33.3632,Algeria,2001460839,,210.608129,31.9366,Algeria,2434766866
1914.449166,60.9606,Ecuador,24468324000,,,,,,,,,,2191.009606,61.6222,Ecuador,28548945000,,,,,,,,,,2442.269036,62.2838,Ecuador,32432859000,,,,,,,,,,2704.665155,62.9454,Ecuador,36591661000,,,,,,,,,,3012.752437,63.607,United Kingdom,41507085000,,,,,,,,,3337.400363,64.2582,Ecuador,46802044000,,,,,,,,,,3574.877893,64.9094,Ecuador,51007777000,,,,,,,,,,4255.851995,65.5606,Ecuador,61762635000,,,,,,,,,,4236.777555,66.2118,Ecuador,62519686000,,,,,,,,,,4500.591558,66.863,Ecuador,67513698000,,,,1462.32021,60.299,Ecuador,18327386416,,,,1547.745487,59.7924,Ecuador,19017141057,,,2176.826343,59.2858,Ecuador,26214331102,,2262.210401,58.7792,Ecuador,26692474304,,2092.224199,58.2726,Ecuador,24180150997,,,2017.973557,57.766,Ecuador,22834985178,,2050.318154,57.2308,Ecuador,22708204405,,1747.670246,56.6956,Ecuador,18938326276,,1707.263413,56.1604,Ecuador,18093864475,,1639.686434,55.6252,Ecuador,16988184456,,1505.323071,55.09,Ecuador,15239278100,,1404.977948,54.315,Ecuador,13890828708,,1352.400132,53.54,Ecuador,13051886552,,1480.873524,52.765,Ecuador,13945431882,,1666.937229,51.99,Ecuador,15314143988,,,1913.523859,51.215,Ecuador,17149094590,,1934.459284,50.3642,Ecuador,16912515183,,2011.127159,49.5134,Ecuador,17152483214,,2395.601962,48.6626,Ecuador,19929853575,,2688.306366,47.8118,Ecuador,21810767209,,2260.783667,46.961,Ecuador,17881514683,,,1839.045032,46.0414,Ecuador,14175166008,,,1587.782999,45.1218,Ecuador,11922502171,,1507.865528,44.2022,Ecuador,11026346590,,1277.119426,43.2826,Ecuador,9091924305,,1115.89244,42.363,Ecuador,7731677257,,,978.9128044,41.746,Ecuador,6599259421,,,593.5035872,41.129,Ecuador,3891755552,,,499.6582259,40.512,Ecuador,3185987235,,,444.316003,39.895,Ecuador,2754220263,,475.1230372,39.278,Ecuador,2862504170,,531.6002219,38.7504,Ecuador,3112166848,,,453.9991135,38.2228,Ecuador,2582180794,,462.1951938,37.6952,Ecuador,2553596092,,,452.6758724,37.1676,Ecuador,2429309514,,457.9240662,36.64,Ecuador,2387048255,,228.3238383,36.0876,Ecuador,1156150862,,,211.0880997,35.5352,Ecuador,1038389646,,200.5620567,34.9828,Ecuador,958598183,,210.8021207,34.4304,Ecuador,979108815.6
1452.766703,42.843,"Egypt, Arab Rep.",97632008051,,,,,,,,,,1286.192278,42.889,"Egypt, Arab Rep.",87850680573,,,,,,,,,,1194.306817,42.935,"Egypt, Arab Rep.",82923680622,,,,,,,,,,1116.925161,42.981,"Egypt, Arab Rep.",78845185709,,,,,,,,,,1249.49326,43.027,Georgia,89685724889,,,,,,,,,1472.570548,43.0966,"Egypt, Arab Rep.",1.07E+11,,,,,,,,,,1757.760484,43.1662,"Egypt, Arab Rep.",1.30E+11,,,,,,,,,,2156.762969,43.2358,"Egypt, Arab Rep.",1.63E+11,,,,,,,,,,2461.530857,43.3054,"Egypt, Arab Rep.",1.89E+11,,,,,,,,,,2803.532963,43.375,"Egypt, Arab Rep.",2.19E+11,,,,1509.58102,42.797,"Egypt, Arab Rep.",99838540997,,,,1393.453173,42.8004,"Egypt, Arab Rep.",90710703939,,,1323.70359,42.8038,"Egypt, Arab Rep.",84828807270,,1243.168764,42.8072,"Egypt, Arab Rep.",78436575744,,1088.6318,42.8106,"Egypt, Arab Rep.",67629717780,,,983.5020605,42.814,"Egypt, Arab Rep.",60159244485,,861.6366864,42.9468,"Egypt, Arab Rep.",51897983716,,785.371376,43.0796,"Egypt, Arab Rep.",46578631213,,717.0630967,43.2124,"Egypt, Arab Rep.",41855483504,,644.2256203,43.3452,"Egypt, Arab Rep.",36970555122,,765.5840863,43.478,"Egypt, Arab Rep.",43130415154,,718.1745077,43.57,"Egypt, Arab Rep.",39648442465,,648.839948,43.662,"Egypt, Arab Rep.",35044633281,,767.5322439,43.754,"Egypt, Arab Rep.",40507934104,,696.0957376,43.846,"Egypt, Arab Rep.",35880262453,,,689.0156289,43.938,"Egypt, Arab Rep.",34689560502,,622.9439454,43.922,"Egypt, Arab Rep.",30642873686,,585.3190174,43.906,"Egypt, Arab Rep.",28137368590,,544.6182558,43.89,"Egypt, Arab Rep.",25592366135,,509.4149689,43.874,"Egypt, Arab Rep.",23405404412,,509.9375612,43.858,"Egypt, Arab Rep.",22912499712,,,412.9566108,43.7768,"Egypt, Arab Rep.",18150000949,,,345.3003643,43.6956,"Egypt, Arab Rep.",14849909083,,347.7014292,43.6144,"Egypt, Arab Rep.",14636028524,,324.1849677,43.5332,"Egypt, Arab Rep.",13360477195,,283.405304,43.452,"Egypt, Arab Rep.",11437965433,,,228.0358189,43.2034,"Egypt, Arab Rep.",9015166924,,,248.2774601,42.9548,"Egypt, Arab Rep.",9616725511,,,230.9622323,42.7062,"Egypt, Arab Rep.",8763960987,,,222.4902298,42.4576,"Egypt, Arab Rep.",8266003518,,211.3927522,42.209,"Egypt, Arab Rep.",7682492054,,193.2310353,41.9034,"Egypt, Arab Rep.",6861743625,,,176.2562566,41.5978,"Egypt, Arab Rep.",6109112180,,165.0699194,41.2922,"Egypt, Arab Rep.",5579168494,,,162.1128248,40.9866,"Egypt, Arab Rep.",5339520809,,159.3201647,40.681,"Egypt, Arab Rep.",5111620995,,153.054248,40.1176,"Egypt, Arab Rep.",4781695715,,,136.8125937,39.5542,"Egypt, Arab Rep.",4160465776,,135.2901789,38.9908,"Egypt, Arab Rep.",4003322844,,150.5618355,38.4274,"Egypt, Arab Rep.",4334054779
14939.06077,76.3498,Spain,6.09E+11,,,,,,,,,,16564.56844,76.4376,Spain,6.86E+11,,,,,,,,,,20950.20305,76.5254,Spain,8.84E+11,,,,,,,,,,24337.5105,76.6132,Spain,1.04E+12,,,,,,,,,,25904.17315,76.701,"Gambia, The",1.13E+12,,,,,,,,,27847.45096,76.8176,Spain,1.24E+12,,,,,,,,,,31871.06845,76.9342,Spain,1.44E+12,,,,,,,,,,34674.15952,77.0508,Spain,1.59E+12,,,,,,,,,,31368.51076,77.1674,Spain,1.45E+12,,,,,,,,,,29538.5884,77.284,Spain,1.38E+12,,,,14413.78887,76.262,Spain,5.80E+11,,,,15468.04987,76.1808,Spain,6.18E+11,,,15121.72118,76.0996,Spain,6.01E+11,,14463.12096,76.0184,Spain,5.72E+11,,15757.14688,75.9372,Spain,6.22E+11,,,15137.05975,75.856,Spain,5.96E+11,,13097.71145,75.755,Spain,5.15E+11,,12997.17416,75.654,Spain,5.09E+11,,15665.66717,75.553,Spain,6.12E+11,,14378.42166,75.452,Spain,5.60E+11,,13397.28985,75.351,Spain,5.20E+11,,10371.77767,75.1234,Spain,4.02E+11,,9424.970152,74.8958,Spain,3.65E+11,,8004.03797,74.6682,Spain,3.09E+11,,6326.482009,74.4406,Spain,2.44E+11,,,4564.933171,74.213,Spain,1.75E+11,,4361.422297,73.9282,Spain,1.67E+11,,4349.979785,73.6434,Spain,1.66E+11,,5010.893017,73.3586,Spain,1.90E+11,,5212.814134,73.0738,Spain,1.97E+11,,6031.038744,72.789,Spain,2.26E+11,,,5595.943386,72.1452,Spain,2.08E+11,,,4225.107127,71.5014,Spain,1.56E+11,,3532.656222,70.8576,Spain,1.28E+11,,3198.667472,70.2138,Spain,1.15E+11,,3133.622358,69.57,Spain,1.11E+11,,,2684.191891,68.8636,Spain,94360988998,,,2191.009931,68.1572,Spain,76284548324,,,1662.524913,67.4508,Spain,57361606634,,,1322.641475,66.7444,Spain,45223331438,,1175.985525,66.038,Spain,39765398987,,1077.6787,65.086,Spain,36038711600,,,950.5457406,64.134,Spain,31475548481,,968.3067818,63.182,Spain,31647119228,,,889.659872,62.23,Spain,28721062242,,774.7616093,61.278,Spain,24756958695,,675.2416391,60.3358,Spain,21343844644,,,609.4873841,59.3936,Spain,19074913948,,520.2061314,58.4514,Spain,16138545209,,450.0532892,57.5092,Spain,13834300571
2037.685462,48.3006,Fiji,1660102346,,,,,,,,,,2257.544661,48.6932,Fiji,1842691481,,,,,,,,,,2833.905701,49.0858,Fiji,2315935753,,,,,,,,,,3330.309969,49.4784,Fiji,2727507213,,,,,,,,,,3655.663836,49.871,Greenland,3006725015,,,,,,,,,3747.433691,50.2642,Fiji,3103099942,,,,,,,,,,4075.991405,50.6574,Fiji,3405050612,,,,,,,,,,4301.63219,51.0506,Fiji,3629936625,,,,,,,,,,3431.75588,51.4438,Fiji,2925499821,,,,,,,,,,3747.674635,51.837,Fiji,3225095136,,,,2074.92881,47.908,Fiji,1684109743,,,,2407.082047,47.4256,Fiji,1942170999,,,2069.387546,46.9432,Fiji,1656784780,,2640.272195,46.4608,Fiji,2093994597,,2713.661976,45.9784,Fiji,2129266728,,,2540.459963,45.496,Fiji,1970347721,,2383.924487,44.719,Fiji,1825285158,,2166.348257,43.942,Fiji,1635426125,,2057.934627,43.165,Fiji,1531803061,,1882.245539,42.388,Fiji,1383843860,,1835.717684,41.611,Fiji,1337024782,,1632.74441,40.9934,Fiji,1182686577,,1535.860214,40.3758,Fiji,1109976928,,1632.369715,39.7582,Fiji,1177908192,,1795.742779,39.1406,Fiji,1290228617,,,1603.582208,38.523,Fiji,1141210125,,1681.906775,38.3722,Fiji,1177997414,,1638.563164,38.2214,Fiji,1123107241,,1786.862405,38.0706,Fiji,1194015410,,1898.562807,37.9198,Fiji,1235899836,,1893.043678,37.769,Fiji,1202567355,,,1640.680969,37.5594,Fiji,1019743927,,,1360.872495,37.3498,Fiji,829239489.8,,1202.717817,37.1402,Fiji,719533150.2,,1182.172625,36.9306,Fiji,694552425.1,,1186.746113,36.721,Fiji,684268314.9,,,987.979665,36.3284,Fiji,558589870.9,,,768.7356717,35.9358,Fiji,425963354.3,,,583.3531542,35.5432,Fiji,316650509,,,466.0437579,35.1506,Fiji,247749327.7,,422.4135104,34.758,Fiji,219878482.2,,357.4587473,34.3228,Fiji,182182067.7,,,334.650807,33.8876,Fiji,166952937.1,,333.3105543,33.4524,Fiji,162625885.9,,,316.1762679,33.0172,Fiji,150603925.5,,317.0722638,32.582,Fiji,147084750,,310.8880731,32.0018,Fiji,140040154.3,,,296.7886456,31.4216,Fiji,129461581.5,,291.5558315,30.8414,Fiji,122912941.2,,287.3471771,30.2612,Fiji,116993977.8
21812.19434,77.827,France,1.34E+12,,,,,,,,,,23494.42211,78.759,France,1.45E+12,,,,,,,,,,28794.0856,79.691,France,1.79E+12,,,,,,,,,,32784.83363,80.623,France,2.06E+12,,,,,,,,,,33818.97269,81.555,Guatemala,2.14E+12,,,,,,,,,35457.05032,82.2898,France,2.26E+12,,,,,,,,,,40341.91513,83.0246,France,2.58E+12,,,,,,,,,,43991.69953,83.7594,France,2.83E+12,,,,,,,,,,40487.91731,84.4942,France,2.62E+12,,,,,,,,,,39186.02791,85.229,France,2.55E+12,,,,21774.93717,76.895,France,1.33E+12,,,,24075.01701,76.4984,France,1.46E+12,,,24405.87657,76.1018,France,1.47E+12,,23705.83186,75.7052,France,1.42E+12,,26321.70379,75.3086,France,1.57E+12,,,26403.11199,74.912,France,1.57E+12,,23059.23171,74.7408,France,1.37E+12,,21944.02769,74.5696,France,1.30E+12,,23330.25778,74.3984,France,1.37E+12,,21268.23045,74.2272,France,1.25E+12,,21300.80243,74.056,France,1.24E+12,,17328.27002,73.9748,France,1.01E+12,,17319.9367,73.8936,France,1.00E+12,,15968.1842,73.8124,France,9.18E+11,,13271.22716,73.7312,France,7.59E+11,,,9564.15717,73.65,France,5.43E+11,,9235.037535,73.5764,France,5.22E+11,,9801.336925,73.5028,France,5.50E+11,,10294.31773,73.4292,France,5.75E+11,,10903.83866,73.3556,France,6.05E+11,,12500.26549,73.282,France,6.90E+11,,,11003.83467,73.2108,France,6.05E+11,,,9129.932083,73.1396,France,5.00E+11,,7429.363244,73.0684,France,4.05E+11,,6760.214696,72.9972,France,3.67E+11,,6581.154057,72.926,France,3.56E+11,,,5257.69839,72.5518,France,2.82E+11,,,4911.341342,72.1776,France,2.61E+11,,,3807.628797,71.8034,France,2.01E+11,,,3128.736206,71.4292,France,1.64E+11,,2821.830362,71.055,France,1.46E+11,,2731.540442,70.2582,France,1.41E+11,,,2537.313463,69.4614,France,1.30E+11,,2350.344029,68.6646,France,1.19E+11,,,2193.06134,67.8678,France,1.11E+11,,2045.442146,67.071,France,1.02E+11,,1922.697598,66.0328,France,94906593388,,,1756.804062,64.9946,France,85551113767,,1590.196487,63.9564,France,76313782252,,1445.151914,62.9182,France,68346741504
3754.363924,80.7852,Gabon,4712849280,,,,,,,,,,3836.796681,81.4624,Gabon,4931503836,,,,,,,,,,4601.604454,82.1396,Gabon,6054883172,,,,,,,,,,5328.485186,82.8168,Gabon,7178135606,,,,,,,,,,6281.954684,83.494,"Hong Kong SAR, China",8665736618,,,,,,,,,6756.271159,83.9628,Gabon,9545982814,,,,,,,,,,7994.304825,84.4316,Gabon,11570860872,,,,,,,,,,10577.91676,84.9004,Gabon,15685389827,,,,,,,,,,7919.710893,85.3692,Gabon,12031268402,,,,,,,,,,9321.955869,85.838,Gabon,14507032806,,,,4135.25406,80.108,Gabon,5067865503,,,,3899.086639,79.1582,Gabon,4662991794,,,3843.395824,78.2084,Gabon,4483417313,,4683.278453,77.2586,Gabon,5326817111,,5135.789908,76.3088,Gabon,5694040000,,,4589.496721,75.359,Gabon,4958845649,,3980.747348,74.1158,Gabon,4190819347,,4269.520409,72.8726,Gabon,4378645081,,5598.980833,71.6294,Gabon,5592390833,,5555.478791,70.3862,Gabon,5402919788,,6287.392948,69.143,Gabon,5952293766,,4543.95728,67.7948,Gabon,4186411457,,4277.531604,66.4466,Gabon,3834503378,,3762.846914,65.0984,Gabon,3281797039,,4010.63118,63.7502,Gabon,3403638194,,,4043.357961,62.402,Gabon,3339914759,,4427.909278,60.858,Gabon,3561451562,,4328.218085,59.314,Gabon,3391275731,,4737.851058,57.77,Gabon,3618007844,,5186.871665,56.226,Gabon,3862269127,,5891.134103,54.682,Gabon,4279637934,,,4273.424487,52.3398,Gabon,3030251116,,,3450.337195,49.9976,Gabon,2389479269,,4150.751629,47.6554,Gabon,2809349074,,4545.689314,45.3132,Gabon,3009409971,,3328.724905,42.971,Gabon,2157592937,,,2430.619003,40.7768,Gabon,1544216004,,,1159.463727,38.5826,Gabon,722780701.1,,,703.4565233,36.3884,Gabon,430508357.7,,,635.4122796,34.1942,Gabon,381687073.1,,549.5955725,32,Gabon,323802475.5,,551.1124488,30.355,Gabon,318124701,,,521.1095146,28.71,Gabon,294468564.5,,490.9503927,27.065,Gabon,271543680.3,,,453.6852743,25.42,Gabon,245849781.7,,425.7827783,23.775,Gabon,226474285.6,,412.2037765,22.4996,Gabon,215679855.2,,,299.5184685,21.2242,Gabon,154480244.4,,358.8833894,19.9488,Gabon,182796536.6,,332.7720383,18.6734,Gabon,167637907.5
