2001x,2001y,2001z,2001g,,,,,,,,,,2002x,2002y,2002z,2002g,,,,,,,,,,2003x,2003y,2003z,2003g,,,,,,,,,,2004x,2004y,2004z,2004g,,,,,,,,,,2005x,2005y,2005z,2005g,,,,,,,,,2006x,2006y,2006z,2006g,,,,,,,,,,2007x,2007y,2007z,2007g,,,,,,,,,,2008x,2008y,2008z,2008g,,,,,,,,,,2009x,2009y,2009z,2009g,,,,,,,,,,2010x,2010y,2010z,2010g,,,,2000x,2000y,2000z,2000g,,,,1999x,1999y,1999z,1999g,,,1998x,1998y,1998z,1998g,,1997x,1997y,1997z,1997g,,1996x,1996y,1996z,1996g,,,1995x,1995y,1995z,1995g,,1994x,1994y,1994z,1994g,,1993x,1993y,1993z,1993g,,1992x,1992y,1992z,1992g,,1991x,1991y,1991z,1991g,,1990x,1990y,1990z,1990g,,1989x,1989y,1989z,1989g,,1988x,1988y,1988z,1988g,,1987x,1987y,1987z,1987g,,1986x,1986y,1986z,1986g,,,1985x,1985y,1985z,1985g,,1984x,1984y,1984z,1984g,,1983x,1983y,1983z,1983g,,1982x,1982y,1982z,1982g,,1981x,1981y,1981z,1981g,,1980x,1980y,1980z,1980g,,,1979x,1979y,1979z,1979g,,,1978x,1978y,1978z,1978g,,1977x,1977y,1977z,1977g,,1976x,1976y,1976z,1976g,,1975x,1975y,1975z,1975g,,,1974x,1974y,1974z,1974g,,,1973x,1973y,1973z,1973g,,,1972x,1972y,1972z,1972g,,,1971x,1971y,1971z,1971g,,1970x,1970y,1970z,1970g,,1969x,1969y,1969z,1969g,,,1968x,1968y,1968z,1968g,,1967x,1967y,1967z,1967g,,,1966x,1966y,1966z,1966g,,1965x,1965y,1965z,1965g,,1964x,1964y,1964z,1964g,,,1963x,1963y,1963z,1963g,,1962x,1962y,1962z,1962g,,1961x,1961y,1961z,1961g
404.2162063,20.2486,Kenya,12985991723,,,,,,,,,,398.4099451,20.6052,Kenya,13147736954,,,,,,,,,,439.5959057,20.9618,Kenya,14904504019,,,,,,,,,,462.0497683,21.3184,Kenya,16095321631,,,,,,,,,,523.6137892,21.675,Lithuania,18737895401,,,,,,,,,612.2325312,22.0542,Kenya,22504136042,,,,,,,,,,721.4590107,22.4334,Kenya,27236739896,,,,,,,,,,785.7342003,22.8126,Kenya,30465489796,,,,,,,,,,767.8737535,23.1918,Kenya,30580367979,,,,,,,,,,787.0639352,23.571,Kenya,32198151217,,,,406.1157055,19.892,Kenya,12705350153,,,,423.1169342,19.5662,Kenya,12896010520,,,474.5095318,19.2404,Kenya,14093998844,,453.1483,18.9146,Kenya,13115764433,,427.3671233,18.5888,Kenya,12045865466,,,329.9399953,18.263,Kenya,9046320197,,268.3777016,17.96,Kenya,7148148564,,222.5998385,17.657,Kenya,5751786610,,327.880338,17.354,Kenya,8209120678,,336.3233918,17.051,Kenya,8151488882,,365.6145465,16.748,Kenya,8572359163,,365.4306688,16.6142,Kenya,8283114648,,381.5784287,16.4804,Kenya,8355380879,,377.0782599,16.3466,Kenya,7970820531,,354.9929364,16.2128,Kenya,7239126717,,,312.0563948,16.079,Kenya,6135034338,,326.8548944,15.9798,Kenya,6191437070,,327.7813434,15.8806,Kenya,5979198464,,366.2663152,15.7814,Kenya,6431579357,,405.5632048,15.6822,Kenya,6854491454,,446.6042115,15.583,Kenya,7265315332,,,398.0716366,15.0492,Kenya,6234390975,,,351.6674494,14.5154,Kenya,5303734883,,309.3759198,13.9816,Kenya,4494378855,,248.2525997,13.4478,Kenya,3474542392,,241.6792741,12.914,Kenya,3259344936,,,228.7611814,12.3902,Kenya,2973309272,,,199.6953219,11.8664,Kenya,2502142444,,,174.3980326,11.3426,Kenya,2107279157,,,152.5537034,10.8188,Kenya,1778391289,,142.4974185,10.295,Kenya,1603447357,,134.193724,9.957,Kenya,1458379415,,,128.8576693,9.619,Kenya,1353295458,,121.3807515,9.281,Kenya,1232559506,,,118.556282,8.943,Kenya,1164519673,,104.9921733,8.605,Kenya,997919320,,108.5589324,8.3564,Kenya,998759330.8,,,104.0127021,8.1078,Kenya,926589355.3,,100.6042551,7.8592,Kenya,868111401.1,,94.83525295,7.6106,Kenya,792959467.1
10654.85411,79.9658,"Korea, Rep.",5.05E+11,,,,,,,,,,12093.71184,80.3106,"Korea, Rep.",5.76E+11,,,,,,,,,,13451.14201,80.6554,"Korea, Rep.",6.44E+11,,,,,,,,,,15028.81032,81.0002,"Korea, Rep.",7.22E+11,,,,,,,,,,17550.82581,81.345,Monaco,8.45E+11,,,,,,,,,19676.14615,81.6626,"Korea, Rep.",9.52E+11,,,,,,,,,,21590.26019,81.9802,"Korea, Rep.",1.05E+12,,,,,,,,,,19028.13033,82.2978,"Korea, Rep.",9.31E+11,,,,,,,,,,16958.63929,82.6154,"Korea, Rep.",8.34E+11,,,,,,,,,,20540.02478,82.933,"Korea, Rep.",1.01E+12,,,,11346.63819,79.621,"Korea, Rep.",5.33E+11,,,,9554.505644,79.3446,"Korea, Rep.",4.45E+11,,,7462.918777,79.0682,"Korea, Rep.",3.45E+11,,11234.87968,78.7918,"Korea, Rep.",5.16E+11,,12249.25898,78.5154,"Korea, Rep.",5.58E+11,,,11467.81614,78.239,"Korea, Rep.",5.17E+11,,9485.205709,77.36,"Korea, Rep.",4.23E+11,,8194.112347,76.481,"Korea, Rep.",3.62E+11,,7540.599591,75.602,"Korea, Rep.",3.30E+11,,7118.143667,74.723,"Korea, Rep.",3.08E+11,,6153.053377,73.844,"Korea, Rep.",2.64E+11,,5429.408037,72.0504,"Korea, Rep.",2.30E+11,,4459.69428,70.2568,"Korea, Rep.",1.87E+11,,3363.765196,68.4632,"Korea, Rep.",1.40E+11,,2700.695309,66.6696,"Korea, Rep.",1.11E+11,,,2367.797359,64.876,"Korea, Rep.",96619732880,,2306.862825,63.2448,"Korea, Rep.",93210997792,,2117.508125,61.6136,"Korea, Rep.",84510602643,,1938.094785,59.9824,"Korea, Rep.",76218197735,,1845.641799,58.3512,"Korea, Rep.",71469245114,,1674.397441,56.72,"Korea, Rep.",63834351283,,,1746.719365,54.9826,"Korea, Rep.",65561776860,,,1382.914084,53.2452,"Korea, Rep.",51125206612,,1041.592145,51.5078,"Korea, Rep.",37926239669,,824.4343028,49.7704,"Korea, Rep.",29554752066,,608.2325207,48.033,"Korea, Rep.",21458884298,,,554.2838246,46.5672,"Korea, Rep.",19229361881,,,401.4733161,45.1014,"Korea, Rep.",13691504318,,,320.4132146,43.6356,"Korea, Rep.",10735574843,,,299.5909668,42.1698,"Korea, Rep.",9851361083,,276.0391202,40.704,"Korea, Rep.",8899729521,,236.9905308,39.0334,"Korea, Rep.",7475692344,,,193.1149376,37.3628,"Korea, Rep.",5955336766,,156.0767884,35.6922,"Korea, Rep.",4702747059,,,129.3008282,34.0216,"Korea, Rep.",3806043709,,105.1262372,32.351,"Korea, Rep.",3017614366,,120.0012701,31.4228,"Korea, Rep.",3358134143,,,141.7270489,30.4946,"Korea, Rep.",3863726949,,103.5694517,29.5664,"Korea, Rep.",2745939979,,91.48059299,28.6382,"Korea, Rep.",2357059045
74437.65672,15.0502,Liechtenstein,2491800559,,,,,,,,,,79495.51713,14.9704,Liechtenstein,2688617885,,,,,,,,,,89944.74185,14.8906,Liechtenstein,3070803431,,,,,,,,,,100286.6675,14.8108,Liechtenstein,3454374261,,,,,,,,,,105306.7466,14.731,Northern Mariana Islands,3658356378,,,,,,,,,113873.925,14.6744,Liechtenstein,3988775844,,,,,,,,,,130348.5591,14.6178,Liechtenstein,4602346923,,,,,,,,,,138536.7578,14.5612,Liechtenstein,4929414915,,,,,,,,,,134617.3796,14.5046,Liechtenstein,4826167676,,,,,,,,,,,14.448,Liechtenstein,,,,,75057.88516,15.13,Liechtenstein,2483890594,,,,81530.96772,15.4004,Liechtenstein,2664105901,,,76944.75374,15.6708,Liechtenstein,2479698579,,72372.01916,15.9412,Liechtenstein,2298390584,,80033.65628,16.2116,Liechtenstein,2504013004,,,78786.81384,16.482,Liechtenstein,2428524750,,64140.15395,16.5712,Liechtenstein,1948128896,,55892.48423,16.6604,Liechtenstein,1673085623,,55271.63924,16.7496,Liechtenstein,1631176617,,50977.55857,16.8388,Liechtenstein,1484160640,,49452.38828,16.928,Liechtenstein,1421508901,,39430.4954,17.0662,Liechtenstein,1119983791,,41359.88006,17.2044,Liechtenstein,1161757671,,37876.36189,17.3426,Liechtenstein,1052849231,,28316.606,17.4808,Liechtenstein,779357947,,,19409.13505,17.619,Liechtenstein,529073612.5,,18609.38653,17.75,Liechtenstein,502620920.7,,19576.49837,17.881,Liechtenstein,524023708.3,,19691.36156,18.012,Liechtenstein,522096760.5,,19512.90329,18.143,Liechtenstein,511647837.1,,20669.4985,18.274,Liechtenstein,534699256.8,,,19773.37553,18.284,Liechtenstein,503173087.2,,,17502.38726,18.294,Liechtenstein,436912093.1,,12415.85278,18.304,Liechtenstein,303493105.4,,11388.83867,18.314,Liechtenstein,272489354.1,,10513.72179,18.324,Liechtenstein,246389070.1,,,8439.804295,18.3498,Liechtenstein,193980461.9,,,7354.350413,18.3756,Liechtenstein,165928854,,,5639.88105,18.4014,Liechtenstein,124940284.9,,,4827.84672,18.4272,Liechtenstein,104889797.8,,4236.779873,18.453,Liechtenstein,90099360.77,,,18.6566,Liechtenstein,,,,,18.8602,Liechtenstein,,,,19.0638,Liechtenstein,,,,,19.2674,Liechtenstein,,,,19.471,Liechtenstein,,,,19.6642,Liechtenstein,,,,,19.8574,Liechtenstein,,,,20.0506,Liechtenstein,,,,20.2438,Liechtenstein,
837.6988035,15.5926,Sri Lanka,15746224410,,,,,,,,,,903.8964049,15.4762,Sri Lanka,17102623876,,,,,,,,,,984.8101725,15.3598,Sri Lanka,18881765437,,,,,,,,,,1063.160584,15.2434,Sri Lanka,20662525941,,,,,,,,,,1242.40435,15.127,Mozambique,24405791045,,,,,,,,,1423.477215,15.1098,Sri Lanka,28267410543,,,,,,,,,,1614.41111,15.0926,Sri Lanka,32351184234,,,,,,,,,,2013.911088,15.0754,Sri Lanka,40715240469,,,,,,,,,,2057.113672,15.0582,Sri Lanka,42067974595,,,,,,,,,,2400.015575,15.041,Sri Lanka,49567521670,,,,854.9267252,15.709,Sri Lanka,16330810304,,,,821.5964534,15.8552,Sri Lanka,15656342016,,,840.8737674,16.0014,Sri Lanka,15794972847,,812.7924836,16.1476,Sri Lanka,15091930836,,757.9482098,16.2938,Sri Lanka,13897738375,,,718.4438443,16.44,Sri Lanka,13029697561,,654.9440618,16.5918,Sri Lanka,11717604209,,585.8936663,16.7436,Sri Lanka,10338679636,,556.8123285,16.8954,Sri Lanka,9703011636,,521.2464575,17.0472,Sri Lanka,9000362582,,472.0864633,17.199,Sri Lanka,8032551173,,415.2907984,17.356,Sri Lanka,6987267684,,420.409156,17.513,Sri Lanka,6978371581,,408.1211213,17.67,Sri Lanka,6682167120,,397.1730988,17.827,Sri Lanka,6405210564,,,377.3804426,17.984,Sri Lanka,5978460972,,387.3277474,18.143,Sri Lanka,6043474843,,335.2087502,18.302,Sri Lanka,5167913302,,313.817124,18.461,Sri Lanka,4768765017,,297.4233283,18.62,Sri Lanka,4415844156,,272.9112294,18.779,Sri Lanka,4024621900,,,232.4911161,18.9198,Sri Lanka,3364611432,,,192.6133796,19.0606,Sri Lanka,2733183857,,294.3989085,19.2014,Sri Lanka,4104509583,,261.8152553,19.3422,Sri Lanka,3591319857,,280.9201353,19.483,Sri Lanka,3791298146,,,269.0896165,19.4892,Sri Lanka,3574586466,,,219.6642732,19.4954,Sri Lanka,2875625000,,,198.5799198,19.5016,Sri Lanka,2553936348,,,186.7067455,19.5078,Sri Lanka,2369308600,,183.5121135,19.514,Sri Lanka,2296470588,,160.4265604,19.1364,Sri Lanka,1965546218,,,150.1981713,18.7588,Sri Lanka,1801176471,,158.8878938,18.3812,Sri Lanka,1859465021,,,153.11396,18.0036,Sri Lanka,1751470588,,152.1246263,17.626,Sri Lanka,1698319328,,121.2364236,17.387,Sri Lanka,1321840726,,,117.3112562,17.148,Sri Lanka,1241387714,,139.6734291,16.909,Sri Lanka,1458609620,,143.0312875,16.67,Sri Lanka,1454342131
45743.43018,83.7872,Luxembourg,20196868009,,,,,,,,,,50582.82854,83.8224,Luxembourg,22568793525,,,,,,,,,,64531.98944,83.8576,Luxembourg,29144582393,,,,,,,,,,74388.70863,83.8928,Luxembourg,34077095478,,,,,,,,,,80925.21999,83.928,Namibia,37643013481,,,,,,,,,90015.5278,84.1796,Luxembourg,42544669011,,,,,,,,,,106919.5314,84.4312,Luxembourg,51320626630,,,,,,,,,,112028.5275,84.6828,Luxembourg,54742739957,,,,,,,,,,99281.76831,84.9344,Luxembourg,49420776475,,,,,,,,,,102009.3527,85.186,Luxembourg,51713947368,,,,46453.24578,83.752,Luxembourg,20267551133,,,,49213.96709,83.5802,Luxembourg,21185382485,,,45565.1579,83.4084,Luxembourg,19351522561,,44139.78763,83.2366,Luxembourg,18514433920,,49681.09866,83.0648,Luxembourg,20579153094,,,50592.52774,82.893,Luxembourg,20673371648,,43554.59688,82.5038,Luxembourg,17549235946,,39721.41077,82.1146,Luxembourg,15788267747,,39229.82053,81.7254,Luxembourg,15384954868,,35439.24843,81.3362,Luxembourg,13714989141,,33177.05495,80.947,Luxembourg,12668658432,,26388.66258,80.8914,Luxembourg,9951164658,,25002.00264,80.8358,Luxembourg,9336997886,,22250.00162,80.7802,Luxembourg,8249188100,,17993.44515,80.7246,Luxembourg,6627975487,,,12374.39038,80.669,Luxembourg,4537763200,,12022.42365,80.5436,Luxembourg,4400183011,,12267.38579,80.4182,Luxembourg,4485226128,,12482.46149,80.2928,Luxembourg,4562651737,,13717.87456,80.1674,Luxembourg,5010110736,,16388.64293,80.042,Luxembourg,5967924324,,,15073.29282,79.493,Luxembourg,5469434740,,,12922.05055,78.944,Luxembourg,4677872753,,10395.95942,78.395,Luxembourg,3756663105,,9408.893766,77.846,Luxembourg,3394079657,,8626.312529,77.297,Luxembourg,3096414882,,,8889.449186,76.7124,Luxembourg,3156198934,,,7383.029555,76.1278,Luxembourg,2587382708,,,5439.434272,75.5432,Luxembourg,1885307919,,,4397.172232,74.9586,Luxembourg,1505684113,,4260.991154,74.374,Luxembourg,1445204631,,3658.900683,73.8908,Luxembourg,1234878981,,,3175.367369,73.4076,Luxembourg,1066447131,,2909.660629,72.9244,Luxembourg,974721762.5,,,2900.433218,72.4412,Luxembourg,968440149.5,,2780.092719,71.958,Luxembourg,921600736.3,,2755.633117,71.4776,Luxembourg,903158753.9,,,2441.038555,70.9972,Luxembourg,791140595.8,,2311.798849,70.5168,Luxembourg,741509480.8,,2222.366366,70.0364,Luxembourg,704145671.4
1285.44743,53.662,Morocco,37724674865,,,,,,,,,,1362.532449,53.989,Morocco,40416114690,,,,,,,,,,1662.707186,54.316,Morocco,49822651702,,,,,,,,,,1881.964721,54.643,Morocco,56948015336,,,,,,,,,,1948.201997,54.97,Nicaragua,59523857868,,,,,,,,,2128.074688,55.3112,Morocco,65637107776,,,,,,,,,,2416.263549,55.6524,Morocco,75226318359,,,,,,,,,,2827.287803,55.9936,Morocco,88882967742,,,,,,,,,,2861.027067,56.3348,Morocco,90908402631,,,,,,,,,,2822.733739,56.676,Morocco,90770671432,,,,1275.880346,53.335,Morocco,37020609825,,,,1386.212022,53.0064,Morocco,39734023743,,,1414.639693,52.6778,Morocco,40021694631,,1197.627292,52.3492,Morocco,33414747560,,1332.41747,52.0206,Morocco,36638763639,,,1217.813691,51.692,Morocco,32986182670,,1138.158244,51.0318,Morocco,30351265892,,1021.4363,50.3716,Morocco,26801064631,,1102.711621,49.7114,Morocco,28450632467,,1098.008625,49.0512,Morocco,27836559831,,1037.318458,48.391,Morocco,25820725668,,935.5356506,47.6686,Morocco,22847197924,,927.1528008,46.9462,Morocco,22198388384,,799.2166032,46.2238,Morocco,18745983477,,740.1534658,45.5014,Morocco,16994563068,,,573.0023696,44.779,Morocco,12869611448,,580.8328283,44.0652,Morocco,12751251348,,650.1520184,43.3514,Morocco,13941571864,,736.7276625,42.6376,Morocco,15423825336,,747.7180775,41.9238,Morocco,15280300833,,943.4190872,41.21,Morocco,18820809836,,,816.942689,40.5108,Morocco,15912133569,,,695.9331288,39.8116,Morocco,13236854105,,594.7171691,39.1124,Morocco,11049896742,,527.7799715,38.4132,Morocco,9584323309,,505.8942298,37.714,Morocco,8984824183,,,441.5229,37.0666,Morocco,7675408486,,,366.5724246,36.4192,Morocco,6242177798,,,304.1043089,35.7718,Morocco,5074117545,,,266.5719685,35.1244,Morocco,4356633663,,247.3747023,34.477,Morocco,3956328426,,233.5987368,33.954,Morocco,3651615453,,,214.3594774,33.431,Morocco,3271415868,,204.6516653,32.908,Morocco,3046339295,,,198.2191408,32.385,Morocco,2876395613,,208.4618292,31.862,Morocco,2948325264,,203.0217655,31.361,Morocco,2798345226,,,197.8633756,30.86,Morocco,2657252502,,181.9528946,30.359,Morocco,2379611070,,159.2127036,29.858,Morocco,2025693478
278.9874499,27.4596,Madagascar,4529575233,,,,,,,,,,262.7418198,27.7982,Madagascar,4397254715,,,,,,,,,,317.4220317,28.1368,Madagascar,5474030228,,,,,,,,,,245.6704529,28.4754,Madagascar,4363934417,,,,,,,,,,275.4767076,28.814,Nepal,5038577519,,,,,,,,,292.956519,29.4372,Madagascar,5515236338,,,,,,,,,,379.0664996,30.0604,Madagascar,7342905883,,,,,,,,,,471.442351,30.6836,Madagascar,9394330368,,,,,,,,,,419.0909429,31.3068,Madagascar,8589560142,,,,,,,,,,419.2238133,31.93,Madagascar,8837041787,,,,246.282641,27.121,Madagascar,3877673635,,,,243.566786,26.856,Madagascar,3717515283,,,252.7817884,26.591,Madagascar,3738704582,,247.4504622,26.326,Madagascar,3545776813,,287.7713967,26.061,Madagascar,3995028429,,,234.892771,25.796,Madagascar,3159901109,,228.3049883,25.35,Madagascar,2977040884,,266.5990563,24.904,Madagascar,3370842211,,246.614824,24.458,Madagascar,3024459294,,222.9855792,24.012,Madagascar,2653141958,,266.8922556,23.566,Madagascar,3081479800,,222.9305532,23.0394,Madagascar,2498059015,,224.5414738,22.5128,Madagascar,2442507588,,242.8775092,21.9862,Madagascar,2565634382,,317.4368739,21.4596,Madagascar,3258288890,,,286.3297623,20.933,Madagascar,2857889713,,302.5923394,20.4512,Madagascar,2939485472,,371.1104102,19.9694,Madagascar,3511573992,,382.4222398,19.4876,Madagascar,3526198069,,400.1637012,19.0058,Madagascar,3594868209,,462.142858,18.524,Madagascar,4042139902,,,407.0972003,18.086,Madagascar,3463565882,,,322.8669435,17.648,Madagascar,2669755115,,293.7065638,17.21,Madagascar,2358930407,,279.7364538,16.772,Madagascar,2181844194,,301.3625218,16.334,Madagascar,2283049234,,,260.5214115,15.8872,Madagascar,1917508190,,,231.1202433,15.4404,Madagascar,1653062348,,,192.9684658,14.9936,Madagascar,1341590682,,,177.432718,14.5468,Madagascar,1199507630,,169.070663,14.1,Madagascar,1111859570,,165.0493941,13.7558,Madagascar,1056391055,,,165.5252097,13.4116,Madagascar,1031669637,,157.5089598,13.0674,Madagascar,956436931.5,,,152.1215707,12.7232,Madagascar,900264582.9,,144.4846301,12.379,Madagascar,833563473.1,,142.6533297,12.0316,Madagascar,802482183.8,,,138.4002537,11.6842,Madagascar,759345862.9,,138.1154367,11.3368,Madagascar,739286907,,133.8462234,10.9894,Madagascar,699161943.3
6962.810017,75.0392,Mexico,7.33E+11,,,,,,,,,,7031.971054,75.3564,Mexico,7.50E+11,,,,,,,,,,6683.228051,75.6736,Mexico,7.22E+11,,,,,,,,,,7083.468525,75.9908,Mexico,7.75E+11,,,,,,,,,,7858.76217,76.308,Pakistan,8.70E+11,,,,,,,,,8618.25138,76.6114,Mexico,9.66E+11,,,,,,,,,,9191.057357,76.9148,Mexico,1.04E+12,,,,,,,,,,9559.793164,77.2182,Mexico,1.10E+12,,,,,,,,,,7690.546308,77.5216,Mexico,8.95E+11,,,,,,,,,,8884.560103,77.825,Mexico,1.05E+12,,,,6663.652435,74.722,Mexico,6.92E+11,,,,5734.056093,74.4512,Mexico,5.87E+11,,,5045.548131,74.1804,Mexico,5.08E+11,,4912.965609,73.9096,Mexico,4.86E+11,,4133.448351,73.6388,Mexico,4.02E+11,,,3640.427848,73.368,Mexico,3.47E+11,,5709.966272,72.9782,Mexico,5.34E+11,,5566.499457,72.5884,Mexico,5.10E+11,,4050.999455,72.1986,Mexico,3.64E+11,,3577.808161,71.8088,Mexico,3.14E+11,,3052.032173,71.419,Mexico,2.63E+11,,2644.197603,70.9252,Mexico,2.23E+11,,2216.295038,70.4314,Mexico,1.83E+11,,1731.667933,69.9376,Mexico,1.40E+11,,1630.019343,69.4438,Mexico,1.29E+11,,,2369.312247,68.95,Mexico,1.84E+11,,2300.32245,68.4278,Mexico,1.76E+11,,1988.064421,67.9056,Mexico,1.49E+11,,2366.261779,67.3834,Mexico,1.74E+11,,3477.418796,66.8612,Mexico,2.50E+11,,2762.594201,66.339,Mexico,1.94E+11,,,1957.934293,65.623,Mexico,1.35E+11,,,1529.817355,64.907,Mexico,1.03E+11,,1253.817911,64.191,Mexico,81825780564,,1402.256265,63.475,Mexico,89023916067,,1426.127187,62.759,Mexico,88003982689,,,1200.983354,62.0114,Mexico,71976542927,,,950.4039625,61.2638,Mexico,55271303176,,,801.0900976,60.5162,Mexico,45178119327,,,717.0582055,59.7686,Mexico,39200879416,,670.7484507,59.021,Mexico,35541711470,,633.0844767,58.203,Mexico,32515754314,,,589.7779271,57.385,Mexico,29363632834,,550.225824,56.567,Mexico,26556372081,,,520.209296,55.749,Mexico,24337233447,,481.4794909,54.931,Mexico,21829715344,,456.8517201,54.0954,Mexico,20070134741,,,397.9025126,53.2598,Mexico,16936337668,,369.1352771,52.4242,Mexico,15221053213,,354.3868978,51.5886,Mexico,14153954349
9967.790407,92.6234,Malta,3917620728,,,,,,,,,,10849.75028,92.8788,Malta,4296164768,,,,,,,,,,12844.58799,93.1342,Malta,5119621569,,,,,,,,,,14064.2296,93.3896,Malta,5643525282,,,,,,,,,,14810.0352,93.645,Papua New Guinea,5980795756,,,,,,,,,15766.09292,93.8502,Malta,6390123590,,,,,,,,,,18474.03817,94.0554,Malta,7513834700,,,,,,,,,,20895.7805,94.2606,Malta,8554293727,,,,,,,,,,19636.00628,94.4658,Malta,8099400961,,,,,,,,,,19695.25572,94.671,Malta,8163841060,,,,10377.03732,92.368,Malta,3957418083,,,,10301.42329,92.0836,Malta,3907947937,,,10091.2798,91.7992,Malta,3809619584,,9683.145408,91.5148,Malta,3633464750,,9852.310011,91.2304,Malta,3671827861,,,9717.501938,90.946,Malta,3599683395,,8149.416324,90.833,Malta,2998504392,,7428.475601,90.72,Malta,2709194766,,8365.0131,90.607,Malta,3021944632,,7688.027507,90.494,Malta,2750215016,,7192.394285,90.381,Malta,2547330284,,6040.839467,90.2704,Malta,2118655300,,5814.449842,90.1598,Malta,2019503791,,5083.801082,90.0492,Malta,1751293216,,4194.533622,89.9386,Malta,1435038037,,,3322.308159,89.828,Malta,1117797225,,3332.821024,89.8194,Malta,1101807301,,3526.915361,89.8108,Malta,1165730173,,3787.917514,89.8022,Malta,1234474742,,3898.369997,89.7936,Malta,1243509858,,3948.267165,89.785,Malta,1250199056,,,3195.512396,89.7764,Malta,1001288245,,,2558.735434,89.7678,Malta,793673674.5,,2037.864767,89.7592,Malta,625563347.4,,1726.559135,89.7506,Malta,527936892.8,,1560.105097,89.742,Malta,474618292.7,,,1245.318421,89.7334,Malta,376081181.8,,,1143.666676,89.7248,Malta,345616069.5,,,975.720863,89.7162,Malta,295106775,,,874.0611461,89.7076,Malta,264578308.9,,828.4448343,89.699,Malta,250728829.1,,,89.7242,Malta,,,,,89.7494,Malta,,,,89.7746,Malta,,,,,89.7998,Malta,,,,89.825,Malta,,,,89.8858,Malta,,,,,89.9466,Malta,,,,90.0074,Malta,,,,90.0682,Malta,
464.1167288,40.0618,Mauritania,1295536829,,,,,,,,,,460.2801817,40.1346,Mauritania,1324424463,,,,,,,,,,527.0560226,40.2074,Mauritania,1563072653,,,,,,,,,,600.0622771,40.2802,Mauritania,1833445283,,,,,,,,,,694.3200828,40.353,Qatar,2184444849,,,,,,,,,939.1562935,40.5284,Mauritania,3040718541,,,,,,,,,,1008.024395,40.7038,Mauritania,3356758534,,,,,,,,,,1107.318275,40.8792,Mauritania,3790240831,,,,,,,,,,860.9083679,41.0546,Mauritania,3027020112,,,,,,,,,,1017.166278,41.23,Mauritania,3671380305,,,,477.6987045,39.989,Mauritania,1293653473,,,,534.9323422,39.9572,Mauritania,1405662578,,,539.1955118,39.9254,Mauritania,1375114088,,566.2770768,39.8936,Mauritania,1401946882,,600.1312209,39.8618,Mauritania,1442598430,,,606.2816658,39.83,Mauritania,1415296645,,580.3623206,39.7982,Mauritania,1315932678,,567.3918717,39.7664,Mauritania,1249945002,,683.9896408,39.7346,Mauritania,1464392409,,693.62099,39.7028,Mauritania,1443688856,,503.7147554,39.671,Mauritania,1019600770,,498.4166418,38.7356,Mauritania,981529400.6,,499.5158159,37.8002,Mauritania,957377507.4,,487.6600634,36.8648,Mauritania,909820553.1,,442.1245941,35.9294,Mauritania,802890746.8,,,386.6189076,34.994,Mauritania,683193885,,422.9239424,33.4694,Mauritania,726937320.3,,471.7306655,31.9448,Mauritania,788371855.4,,461.8332556,30.4202,Mauritania,750214410,,473.8131978,28.8956,Mauritania,747994681,,462.1748925,27.371,Mauritania,709041451.7,,,432.017856,26.0106,Mauritania,644070364.5,,,375.8081374,24.6502,Mauritania,544424605.1,,384.0779289,23.2898,Mauritania,540635390.2,,383.4431211,21.9294,Mauritania,524407932.3,,358.1896165,20.569,Mauritania,475916514.1,,,321.3443681,19.368,Mauritania,414772351.1,,,266.1697431,18.167,Mauritania,333731875.2,,,217.5928643,16.966,Mauritania,265009395.8,,,191.9350101,15.765,Mauritania,227051055.6,,182.2105436,14.564,Mauritania,209348253.1,,178.9185881,13.6692,Mauritania,199643443.9,,,194.4317465,12.7744,Mauritania,210695184.3,,181.7075695,11.8796,Mauritania,191221777.8,,,176.4634,10.9848,Mauritania,180340653.8,,174.0773185,10.09,Mauritania,172767212.6,,157.5917458,9.448,Mauritania,151897168,,,121.5596713,8.806,Mauritania,113797357,,122.2339867,8.164,Mauritania,111148586.4,,121.9496576,7.522,Mauritania,107726181.2
